gene_id	length	gef_25_S15_NumReads	gef_25_S16_NumReads	gef_25_S27_NumReads	gef_25_S28_NumReads	gef_5_S29_NumReads	gef_5_S30_NumReads	gef_5_S31_NumReads	gef_5_S32_NumReads	lap_25_S1_NumReads	lap_25_S17_NumReads	lap_25_S18_NumReads	lap_25_S2_NumReads	lap_5_S19_NumReads	lap_5_S3_NumReads	lap_5_S4_NumReads	lap_5_S5_NumReads	pel_25_S11_NumReads	pel_25_S12_NumReads	pel_25_S23_NumReads	pel_25_S24_NumReads	pel_5_S13_NumReads	pel_5_S14_NumReads	pel_5_S25_NumReads	pel_5_S26_NumReads	var_25_S20_NumReads	var_25_S6_NumReads	var_25_S7_NumReads	var_25_S8_NumReads	var_5_S10_NumReads	var_5_S21_NumReads	var_5_S22_NumReads	var_5_S9_NumReads	gef_25_S15_TPM	gef_25_S16_TPM	gef_25_S27_TPM	gef_25_S28_TPM	gef_5_S29_TPM	gef_5_S30_TPM	gef_5_S31_TPM	gef_5_S32_TPM	lap_25_S1_TPM	lap_25_S17_TPM	lap_25_S18_TPM	lap_25_S2_TPM	lap_5_S19_TPM	lap_5_S3_TPM	lap_5_S4_TPM	lap_5_S5_TPM	pel_25_S11_TPM	pel_25_S12_TPM	pel_25_S23_TPM	pel_25_S24_TPM	pel_5_S13_TPM	pel_5_S14_TPM	pel_5_S25_TPM	pel_5_S26_TPM	var_25_S20_TPM	var_25_S6_TPM	var_25_S7_TPM	var_25_S8_TPM	var_5_S10_TPM	var_5_S21_TPM	var_5_S22_TPM	var_5_S9_TPM
Rv3123	495	43	30	44	48	78	19	17	20	56	21	15	21	42	59	48	34	49	38	16	23	53	21	63	16	6	29	35	20	23	8	4	19	7.46813778546303	5.88125001448507	8.14300645399208	8.37662627437743	9.02289680543607	5.61176595168205	5.61132741315476	7.66046142515334	7.57936767665623	6.80083723834233	6.49920007228689	6.03476329763136	12.095814318437	10.0656577730078	8.24704631257329	8.93718608429745	8.84254917166286	6.32997642927444	7.19441369746714	7.10613457334123	7.11883304164328	6.26436812073062	9.11552901407369	8.16743773410769	2.85049284462878	4.49641654415433	4.33788352672732	5.25599801201931	5.05802301074274	4.48249640781401	3.49727409614077	4.88342306910781
Rv3124	870	228	118	128	117	244	118	93	107	52	22	13	11	64	77	115	50	130	137	43	85	188	139	272	55	59	159	304	155	151	50	48	127	22.5301799109157	13.1618319289683	13.4780796479869	11.6171530335385	16.0593203088796	19.8295976550362	17.4656833985517	23.3181804243245	4.00437036118907	4.0537010139873	3.2047779666794	1.79853783008225	10.4870114287927	7.47423623647366	11.2419327428936	7.47786868108052	13.3478310860076	12.9844933923547	11.0009407723124	14.9420595788772	14.3673520463093	23.591672060584	22.3921697948346	15.974029620049	15.9480160014145	14.0265740827454	21.4372647980929	23.1762326133438	18.8936496720623	15.9399117950283	23.8779403805473	18.5720744851459
Rv3125c	1176	60	48	58	86	96	29	38	23	28	4	8	10	23	47	59	30	38	59	9	26	80	34	52	12	19	52	71	35	36	17	8	35	4.38624608899407	3.96084184648994	4.51812220342672	6.3171942407215	4.67434214410346	3.60530344774418	5.27956525817533	3.70809325362971	1.59514753399015	0.545256629896251	1.45900409786032	1.2095917688401	2.78812046516451	3.37509408637477	4.26684714354278	3.31925803701023	2.88644227958799	4.1368367708772	1.70339673800043	3.38124637529213	4.52293974536443	4.26908468869033	3.1669597886602	2.57836841733629	3.79944518193504	3.39367117776602	3.70395812795996	3.87160567849637	3.33237097202883	4.00937577293313	2.94413380542463	3.7864887518928
Rv3126c	315	6	3	14	14	20	1	4	1	15	4	2	3	5	10	13	7	8	11	5	4	7	0	16	3	4	7	10	4	7	10	5	19	1.63753187322445	0.924196430847653	4.07150322699604	3.83928704242299	3.6355994454138	0.46413101856017	2.07477652251101	0.601893397690619	3.1902950679803	2.03562475161267	1.36173715800297	1.35474278110092	2.26282240651033	2.6809257991062	3.50990363898209	2.89144255668447	2.26864235307968	2.87942536820379	3.53297101214904	1.94204920016779	1.47749365015238	0	3.63794355210197	2.40647718951387	2.98623059913491	1.70553730985164	1.94762117526533	1.65188508949178	2.4190544833987	8.80490365820609	6.8696455459908	7.67395053716941
Rv3127	1035	1216	973	801	1348	2665	674	1033	516	439	209	111	215	305	721	663	565	1053	1734	333	267	1251	1159	1650	645	505	3270	5400	514	1826	1032	418	4531	101.004864528163	91.2275636304836	70.8972627135614	112.507802895352	147.43936446564	95.2073976333427	163.07292428562	94.5234327155877	28.4167441852274	32.3708588218406	23.0015167775719	29.5490997906794	42.0097898947787	58.8288369916912	54.4798086572437	71.0289149794228	90.8813194812519	138.144130906156	71.6117863419079	39.4531516860174	80.3628067974186	165.350785033529	114.180021811896	157.467311748625	114.742664868934	242.482913183255	320.08730619578	64.6030712172983	192.05189072548	276.550539247308	174.787677109296	556.967252145085
Rv3128c	1014	53	44	52	55	85	19	42	21	36	12	9	19	27	63	47	28	50	81	21	10	79	30	54	13	27	46	79	18	43	15	6	47	4.49352311365586	4.21083580918753	4.69788833884158	4.68552042899255	4.79995932697015	2.73947154446017	6.76757726647451	3.9265530825675	2.37856318677821	1.89710590756802	1.90361185549231	2.665396300095	3.79591806062531	5.24684146777736	3.94205153809208	3.59291678641265	4.40472350357557	6.58674361392502	4.60958643892819	1.50824826936108	5.17997034151056	4.36864218056024	3.81419007774005	3.2394885243456	6.2618075063221	3.48171817691607	4.77973894935678	2.30921806149369	4.61624302305374	4.10287670463745	2.56087378341669	5.89706413904252
Rv3129	333	40	28	19	20	34	27	19	24	47	7	7	11	26	45	50	30	21	14	8	14	27	19	38	11	8	36	74	23	22	10	10	11	10.3267775788929	8.15957209216847	5.22692981844086	5.18822573300404	5.84643694600328	11.8541570956584	9.32247559101229	13.6646068664897	9.45591961590558	3.36978421719665	4.50845410419901	4.69888261913381	11.1306399455373	11.4120490097088	12.7699196844463	11.7220644189911	5.63328422132962	3.46663005017164	5.34719936973909	6.429757487042	5.39085521001544	8.4250510761435	8.17308264239125	8.34679025191749	5.64962545782281	8.2972085344134	13.6333482268573	8.98491552054653	7.19178359929344	8.32896291992468	12.9966267086312	4.20266138948823
Rv3130c	1392	653	375	303	713	1664	396	722	244	44	48	18	25	42	149	162	161	508	992	128	89	642	791	678	365	246	1652	2385	144	909	590	135	2436	40.329516123432	26.1424098165419	19.9407135416993	44.2469557313727	68.4495619722737	41.5917408442497	84.746125092435	33.2338552776588	2.11769586409037	5.52777410998269	2.77336554808794	2.55474123591229	4.30131328134075	9.03945778599492	9.89778861059106	15.0492107206746	32.5995105369802	58.7619408997074	20.4668665531393	9.77825957735344	30.6643617477746	83.9074307550448	34.8848601123571	66.2559183104305	41.5594484782623	91.0845140907838	105.11487776203	13.457167323877	71.0857928472873	117.556849488334	41.9729420751809	222.645538611297
Rv3131	999	794	537	374	853	1714	408	804	338	180	127	65	100	64	165	171	135	765	806	179	84	755	830	721	385	163	1343	2097	192	759	335	119	1868	68.3288449803416	52.162978732077	34.2959956508225	73.7592758375408	98.2430678965649	59.7098283336867	131.495971494279	64.1477377899102	12.0713867437093	20.3791712182845	13.9547388939493	14.2390382397994	9.13283277582547	13.9480599007552	14.5577084402687	17.5830966284866	68.4041655447168	66.5262814390081	39.881195299304	12.859514974084	50.2480948587859	122.680568301739	51.6911630277552	97.3792196057041	38.3703729010466	103.17732464553	128.779870413152	25.0015040571729	82.7055113918746	93.0067526058256	51.5532859442373	237.896105320122
Rv3132c	1737	2528	2579	2584	2748	4234	1676	1316	1219	2053	836	516	977	1785	2951	2805	1924	2859	2908	1223	1839	3991	1569	3391	922	909	3477	3963	1942	2127	925	585	1952	125.119879225302	144.08046775555	136.279330810334	136.662704567077	139.574995289086	141.066971755127	123.787832418208	133.055864313317	79.1843357891968	77.153342269672	63.7123654754756	80.0093772016336	146.497233001796	143.471202673929	137.339493725415	144.122680804687	147.028301205258	138.044236446435	156.713807435274	161.917094260103	152.76365693674	133.378644702307	139.821674378634	134.12265786807	123.065966983779	153.630912599849	139.971396432734	145.438639291135	133.298675808006	147.698837271721	145.757505237473	142.973629860762
Rv3133c	654	721	767	668	743	1122	429	396	280	767	301	202	322	617	1132	967	639	849	875	319	494	1227	419	844	218	267	961	1139	468	510	210	101	394	94.7777908734382	113.807583422501	93.5698677396796	98.1395735958812	98.2362318037156	95.9026684910222	98.932577759183	81.1727793215789	78.5719918347993	73.7797250856863	66.244140186337	70.0364731330612	134.492614317222	146.17194517512	125.750905428386	127.130628008352	115.962226241565	110.319935656265	108.565930322873	115.52074772099	124.739773536947	94.6018108402602	92.4296323358018	84.2267016329856	96.0079986774624	112.776698722529	106.846676355898	93.0890290110393	84.8888385229361	89.0587732401121	66.837239463516	76.6468695612503
Rv3134c	807	888	863	832	859	1548	784	516	413	1137	436	247	578	512	844	835	741	859	746	440	687	1300	614	1163	395	219	1325	1132	657	621	225	165	548	94.5994249438958	103.774547188674	94.4467663065252	91.9502110439037	109.838352018134	142.034444044138	104.471553893723	97.0301382559617	94.392410580131	86.6086441717733	65.644336789604	101.882700601009	90.4456004267623	88.3210573668369	87.9985134537473	119.473546533635	95.0837346821664	76.2235177733703	121.355584209134	130.194906184111	107.104558282422	112.346102728132	103.217350572707	123.678613922042	63.8181901738915	126.013212019708	86.0573430825416	105.906406039582	83.7676301593268	77.329311868074	88.4881851927811	86.3938786751571
Rv3135	399	1867	625	1069	957	3504	1271	894	896	771	278	128	355	1669	1937	2205	1266	1129	1132	512	793	1866	1058	2619	671	633	1371	1722	865	763	487	221	1107	402.272632540796	152.005991915732	245.438173852938	207.191599601436	502.860807502499	465.718835202612	366.08885745885	425.760382366417	129.458815653306	111.691515976643	68.8035616675183	126.56149665548	596.313252073538	409.969995226476	470.000254491225	412.845820687504	252.759593746082	233.936089722968	285.612814455838	303.956253105209	310.94020502079	391.539829157159	470.120435672125	424.933208990476	373.082362352447	263.717103587211	264.773973458439	282.015908370472	208.166004229309	338.525374858924	239.71447352589	352.980467229081
Rv3136	1143	5683	2847	2750	2993	10033	4492	3161	2459	1501	578	210	882	3049	3876	4067	3035	4050	2920	2315	3125	5749	3395	6927	2247	1151	4996	4805	3152	1796	1268	583	1833	427.445245726653	241.71011378429	220.406178626754	226.200514133307	502.621623328458	574.572273527794	451.856103480325	407.889411592466	87.9801319665854	81.0643478841031	39.4045988634717	109.766167067153	380.278886788582	286.373538509249	302.614920345794	345.493234627455	316.515800737249	210.649443543613	450.80153741634	418.133132418016	334.413818690001	438.587978006534	434.055720713269	496.738578922096	236.811613555413	335.467102362945	257.906449724604	358.732210773098	171.048104416696	307.686318386761	220.748216324319	204.029132495692
Rv3136A	333	147	146	188	188	197	72	73	52	65	23	19	29	66	113	107	68	233	201	103	124	330	74	181	50	54	142	141	78	66	26	16	61	37.9509076024315	42.5463401948784	51.7190950456253	48.769321890238	33.8749434812543	31.6110855884224	35.8179325338893	29.6066482107278	13.0773356390184	11.0721481422176	12.2372325685402	12.3879632686255	28.25470140021	28.6569230688243	27.327628124715	26.5700126830465	62.5026296938001	49.7709028631785	68.8451918853908	56.9492805995149	65.8882303446332	32.8133568228747	38.9296831124425	37.939955690534	38.1349718403039	32.7278781079639	25.9770554052281	30.4705830696795	21.5753507978803	21.6553035918042	20.79460273381	23.3056677053438
Rv3137	783	565	333	350	470	1025	370	264	198	562	189	139	296	428	559	669	427	703	458	228	351	875	284	637	204	177	544	512	338	236	119	44	245	62.0348520938957	41.2701509637142	40.9490267082935	51.8524399407703	74.9581207495518	69.086168854646	55.0888938735681	47.94392236777	48.0866697219713	38.6944187698788	38.0738578947381	53.7744644145804	77.9243210333902	60.2900152408192	72.6652464250801	70.9566650404752	80.2010705424219	48.2311271183978	64.811744084941	68.5576851266129	74.2992496484674	53.5574329752667	58.2672065331275	65.8323644947474	53.1600533380482	53.3225457792697	40.1165189204077	56.1545994502523	32.8101642575916	42.152211191297	24.3201244616686	39.8089085639611
Rv3138	1089	499	439	485	502	593	226	221	176	727	277	209	282	493	723	769	366	771	593	213	383	1049	264	518	103	215	446	690	299	361	120	85	242	39.3932426527067	39.1192235811961	40.7991542374603	39.8207044482715	31.1805233427948	30.3411269157929	33.1578438050054	30.6418457006134	44.7256517932555	40.7755825762084	41.161600457817	36.8355681803472	64.5371911146045	56.0667994598201	60.0566156663718	43.730081642418	63.2430928696852	44.900430891863	43.5343783397869	53.7875403476223	64.0450759921424	35.7963892613178	34.0681387394673	23.8990365515083	46.4284819390294	31.4326297600757	38.8719432914526	35.7168955816767	36.0858953928484	30.5624755078228	33.7804884286325	28.2724493474663
Rv3139	1407	2159	1498	1495	1638	3323	1650	1125	1148	8532	3489	2171	4334	2528	3542	3461	2422	1200	1511	508	657	1400	1100	2378	649	494	1785	1665	961	1100	608	334	1260	131.919078891477	103.31688458282	97.3384433532901	100.566399394811	135.23615996765	171.451383721854	130.641245587213	154.695586690037	406.262649552357	397.516497670333	330.932616047512	438.168299499356	256.137987029468	212.593414487332	209.203957999719	223.978908495409	76.1857506631237	88.5511207195914	80.3619077987334	71.4137868196028	66.1564320963752	115.441447244655	121.049856812945	116.552514626456	82.5670475357825	97.3683613460079	72.5997594809725	88.8504610635226	85.1053283072038	119.851822929611	102.737087120639	113.93375110173
Rv3140	1206	2288	1472	1409	1396	3051	1296	1111	1227	3002	801	587	1216	1509	2312	2096	1248	1040	1607	400	535	1487	1285	2040	500	427	1617	1968	829	1113	496	328	1242	163.101433343052	118.444278898684	107.028881470847	99.9933714780316	144.861002529296	157.111813446935	150.518069175075	192.897850476296	166.76830984711	106.471529685562	104.391380265563	143.427494436953	178.374575223646	161.895907211697	147.810867368385	134.646280251575	77.0322590038251	109.873324175456	73.8232748807262	67.8449090916826	81.9788454394249	157.332699691769	121.151664934739	104.759579145504	83.2634632538643	102.90499365784	100.113542203191	89.4206079694107	100.46297164264	114.069498139148	117.706762489514	131.023813766989
Rv3141	972	2133	1908	1796	2264	3658	1649	1305	936	1461	649	333	824	1184	1640	1628	1142	2587	1942	1060	1576	3056	944	2435	731	651	2032	2085	1193	1342	655	359	1227	188.6573178944	190.487153246933	169.268976751965	201.207080186242	215.493424535338	248.030756816669	219.364392744653	182.574330632821	100.701073025415	107.035222761301	73.4770674839101	120.588832737501	173.650667640348	142.486241545089	142.446089280056	152.871638876559	237.74794196713	164.742880704387	242.728193612462	247.970911762165	209.03799050304	143.406522411082	179.423460201326	190.029996585532	157.502926391873	160.44684322308	131.599680800914	159.663106277152	150.294959107456	186.900385522569	159.846474602545	160.603219209913
Rv3142c	429	3107	2434	2360	2439	4159	1154	1621	1196	3996	1699	1310	1659	1484	2503	2605	1474	3009	3129	1090	1570	4603	1766	3622	972	1144	3041	5480	1622	2787	1129	654	1964	622.634278160115	550.575482125256	503.955294530279	491.119987577081	555.121713222021	393.278010621929	617.372968555919	528.57183833558	624.048487003811	634.869366370529	654.919391899679	550.091885207166	493.137045290125	492.718541183283	516.431626063784	447.06150299506	626.543888324966	601.411829368413	565.522422853787	559.697221411993	713.381462061336	607.850225341224	604.69681481639	572.505971938895	627.108425818332	544.042548174005	783.679177795574	491.840121663192	707.192815933446	729.914198714714	659.774209291172	582.451998445004
Rv3143	402	290	211	260	286	481	132	133	127	31	9	6	12	62	89	98	70	200	284	88	114	321	163	400	119	73	211	279	123	138	71	45	160	62.0184646015977	50.9342585209695	59.2494872585244	61.4572440746068	68.513414175606	48.006387442119	54.0564442851981	59.8973765537642	5.16637335635616	3.58892796692906	3.20109854306668	4.24620871688347	21.9865281587795	18.6964564124234	20.7330128846875	22.6568260038708	44.4416878868222	58.2526896064023	48.7233614212793	43.3700166530008	53.0905367573411	59.872132411887	71.2656852557289	74.7983395098902	42.7042118327782	40.283773027466	42.5787778577596	39.8024177813179	37.3689759748904	48.9854901283033	48.4463809026963	50.6372227118799
Rv3144c	1230	3710	3156	2471	2611	4055	1867	1824	1314	307	105	75	139	427	688	839	532	3021	2589	1215	1676	4024	1906	3242	1006	750	3504	4248	2208	1821	663	457	1614	259.30916309536	248.992043296175	184.036911108059	183.372776849386	188.774067545251	221.916888349861	242.293414384944	202.54446848628	16.7218148807065	13.6846115161767	13.0776586820407	16.0751795855023	49.489581754093	47.2366048115687	58.0121878191608	56.277345371566	219.397773661171	173.560396722696	219.862817987763	208.391352588736	217.515894446824	228.813139406338	188.779323867535	206.663565470204	143.393694927972	218.641563428786	211.88218268667	233.520145821814	161.162129790331	149.500821503907	160.799971475302	166.945365537112
Rv3145	387	4814	4538	5154	5980	10582	3420	2920	2361	3722	1750	1251	1861	2841	4766	5368	4145	5364	5660	2028	2978	7146	2896	6631	2007	2003	7185	5961	3375	4130	1741	851	3420	1069.4098655798	1137.9079000894	1220.03067627544	1334.82189033078	1565.71740302083	1292.0112307361	1232.80325930596	1156.68513763173	644.340679853944	724.895442071373	693.298389106511	684.040085635722	1046.52905112258	1040.01216871838	1179.67924095162	1393.60806947176	1238.12475397436	1205.9496098122	1166.37340670855	1176.85923333424	1227.69414232429	1104.97071347727	1227.19786233951	1310.41077656901	1217.14939623461	1424.91692689349	944.981264887167	1134.4705011408	1161.70872284147	1247.73675444835	951.685546917842	1124.32298567831
Rv3146	555	2452	1920	2207	2329	3734	1128	1360	985	693	268	191	304	1026	1789	1990	1109	2275	2785	695	892	3035	1162	2446	610	1015	2342	3450	1318	1731	645	332	1183	379.818879351682	335.708108934931	364.289498188389	362.501331964992	385.245803936051	297.14420453117	400.375793803475	336.49094408731	83.6547101339051	77.4087574464603	73.8098343344581	77.9160172481824	263.539305787414	272.215409044921	304.945682064577	259.995388813222	366.163474386425	413.7670581312	278.72276714765	245.800443361777	363.58323471993	309.155032120381	315.653054894037	277.720475654709	430.077737976761	323.867706459936	381.365281481008	308.924834506443	339.517565737553	322.330865001085	258.892804035934	271.186277659886
Rv3147	711	2767	2280	2866	3043	5121	1657	1611	1358	1714	726	509	743	1812	2967	2981	2186	2920	3021	1057	1561	3727	1514	3714	891	1190	3890	4301	2061	2686	989	508	2180	334.57125371819	311.185127348703	369.269881283881	369.713622471302	412.42194088528	340.725043308823	370.209728549946	362.126496104242	161.507005171425	163.687420691386	153.540173859638	148.650151993795	363.311891192114	352.405999504029	356.578185173511	400.043887905839	366.859570387253	350.352176417753	330.891804036592	335.771702693567	348.520179374552	314.426722973622	374.126805646942	316.649751708819	393.596533082181	419.907603501449	371.120447618438	377.084591552183	411.239262177779	385.799671049119	309.221007108143	390.088225173902
Rv3148	1323	9154	8312	8709	8997	16238	5209	5310	4284	4508	1923	1357	2009	4854	8182	8166	5851	9074	10671	3078	4718	12321	5214	11972	2862	3817	10580	13264	5896	8098	3386	2029	6686	594.839951091136	609.676248667119	603.039483059668	587.450093889109	702.795997555111	575.632970399982	655.777579436514	613.931265644432	228.283335975479	233.006333175665	219.985395644051	216.006210097757	523.035236247673	522.269878292545	524.942731060947	575.436408134722	612.668473566817	665.072469785771	517.832608352131	545.392150380454	619.19045114039	581.934838348533	648.116967347691	546.614104475294	678.478702196307	613.761385654094	615.077315921889	579.733005216878	666.309632876282	709.842947302044	663.738610134064	642.95781067061
Rv3149	759	3286	3446	3057	4020	6352	2416	2198	1371	1225	642	361	813	1451	2244	2202	2136	3960	3270	1351	2068	3849	1601	3822	1268	1112	4389	3646	2764	2363	956	567	2024	372.198697113724	440.582338041642	368.969921885184	457.527685095072	479.209368797073	465.378485329422	473.159756551695	342.472585235388	108.129566039253	135.594332516018	102.009183743286	152.36840251473	272.531468572238	249.675785290673	246.739075819109	366.173199668658	466.058048621805	355.246388851157	396.181504291227	416.69620881861	337.166386923113	311.467495692227	360.657887078568	422.132243757414	344.537830785565	443.810469541829	294.706646058034	473.725386039828	338.906664680107	349.342383087244	323.307784648666	339.269392169595
Rv3150	1338	9556	9036	9056	10427	17540	6309	5760	4149	3834	1689	1047	2139	3571	6325	6573	5168	9565	10077	3375	4904	11824	5467	12294	3579	3105	11195	11727	6205	7885	2863	1750	6571	614.001020536603	655.350590179101	620.036993671683	673.187993127991	750.637163522265	689.37505065043	703.377152923014	587.918944477421	191.975648059317	202.358672407371	167.827998279211	227.405422213274	380.473800642637	399.20848572453	417.801422041751	502.566428238072	638.580221764785	621.010352775358	561.433454004626	560.538102102241	587.552183387951	603.331687502206	658.087471006428	675.890953238689	545.731968095829	642.157741607258	537.707201759044	603.276027427766	641.510468663636	593.472222693189	566.05263187256	624.814791464801
Rv3151	2421	20534	20621	19408	22898	37583	14205	12672	9394	10821	4734	2924	5164	9257	14742	14976	11898	20907	20455	7644	11043	23223	10911	25787	7153	6238	22025	22557	13460	15536	5878	3506	13485	729.168390314548	826.548836453322	734.384150832148	817.025973024179	888.900685593781	857.822822128819	855.208999316061	735.674833556501	299.448922570389	313.459725924446	259.033793215657	303.415378260446	545.087840592798	514.22947381592	526.094106779768	639.449508167878	771.406923166494	696.672053643561	702.75915582926	697.594540995215	637.766450510943	665.47683326094	762.873550936774	746.559599480478	605.932831514057	698.224149618632	571.612334485539	723.237049869498	698.558186878852	673.395103941539	626.746620779577	708.650519424875
Rv3152	1233	8208	7042	7160	8552	15697	5009	4799	3542	4123	1709	1211	1878	3781	6097	6466	4654	7835	9041	2726	3797	10059	4874	9681	2526	2808	8152	9554	4117	5677	2778	1437	5308	572.299460510852	554.225533603458	531.970129658606	599.152970562069	728.970860333254	593.9352519626	635.930362415257	544.647624173037	224.027021793137	222.191413353489	210.64682278086	216.65995864176	437.154165205174	417.588438613333	446.000164254933	491.123126233924	567.626322329632	604.612452811922	492.088706962248	470.964650467698	542.412723608861	583.694529761647	562.346078228317	517.656078649444	535.559750516385	507.428472624474	475.37594510728	434.358361259706	501.203368695417	624.891082253561	504.392441949792	547.701318015879
Rv3153	636	1026	769	880	894	1698	568	584	490	305	87	68	106	267	530	576	361	907	792	231	365	977	572	915	283	213	907	1303	541	624	178	123	596	138.688135772382	117.333711963512	126.754345746103	121.426507638897	152.875241774252	130.569688428908	150.02983061365	146.072713731992	32.1286791044243	21.9285755966766	22.9311398776915	23.707998669266	59.8473831759595	70.3743022265377	77.0243004664864	73.8545351153132	127.39042128275	102.681395205758	80.841709339316	87.7700891467341	102.135233221619	132.801227141634	103.041104589681	112.434700764787	78.7583105538353	109.452052360998	125.690467497135	110.654873241251	106.803537568924	77.6243629112603	83.6995021004445	119.224385455825
Rv3154	789	2082	1898	1895	2532	3859	1210	1351	822	860	376	226	440	1065	1526	1668	1176	2200	2373	813	967	2528	866	2113	566	733	1768	2287	1054	1246	567	265	1006	226.857314832445	233.438665023611	220.023724766849	277.216961732367	280.062113552176	224.212341855778	279.7694140692	197.526308572918	73.0250049781043	76.3939783209775	61.4335033448867	79.3271438363274	192.42594342815	163.332601061135	179.796584770788	193.935538782943	249.076227928425	247.995859615796	229.347582092854	187.439130740529	213.028742257712	162.070534269636	191.809017630015	181.263548001026	218.474560895835	171.980416187322	177.829661947658	173.777683321346	171.909233059779	199.315566270456	145.359610127144	162.217209373865
Rv3155	300	772	536	858	806	1580	373	345	392	388	133	112	133	366	777	701	478	809	746	180	267	943	291	1406	355	243	556	921	407	1043	312	210	1450	221.230556072623	173.37925042702	262.001232657195	232.08490171447	301.572973997075	181.776913419091	187.896948819903	247.739322489459	86.648414046345	71.0687491406774	80.0701448905745	63.0632764602477	173.920530164384	218.723331320079	198.72804411329	207.316431314276	240.887280852942	205.041262810366	133.546304259234	136.11337331676	208.991476814054	143.230302531848	335.668504123009	299.004790797099	190.484184342318	142.241811641627	188.344705754034	176.483273248578	378.461073927727	288.448643842832	302.951368578194	614.925773307391
Rv3156	1902	6618	6066	6858	9247	14748	4794	4251	2726	3309	1736	954	1769	3337	5232	5791	4303	7550	8076	2488	3260	8131	3750	8118	2421	2378	7218	7650	3691	4625	2337	1035	4288	299.133681226325	309.4891864878	330.311937666469	419.975007270726	443.996148675165	368.500994972607	365.176212423265	271.734932525214	116.556474226542	146.314542477901	107.575087631827	132.301102984011	250.113258329691	232.301797633593	258.943758456837	294.366182683279	354.587189551246	350.114012579502	291.152475461771	262.13069448637	284.231093124345	291.127968657208	305.692695620682	321.629092513341	294.018895227916	291.259502425295	246.755001424586	252.443346158513	264.703319851396	340.787268796357	235.507485713107	286.827120193853
Rv3157	1662	9702	8806	8959	10990	18282	5790	5898	4040	3727	1670	1252	1629	4701	7718	7355	5575	9644	10731	3373	4336	10778	4461	11290	3127	3306	8659	10693	5164	6924	3147	1637	8284	501.856225803996	514.163505327717	493.816751949334	571.215224678186	629.867603917941	509.32933706436	579.823263820325	460.872164802095	150.2375596183	161.077075900398	161.5649519775	139.423573401568	403.227600709578	392.165245187305	376.369179782684	436.456468958012	518.337684922281	532.393654537325	451.716490439626	398.996462027252	431.166784151869	396.336781913837	486.529804133493	475.409559578242	467.784398861779	399.862298718557	394.7149618857	404.190042068698	453.507217772183	525.171180559446	426.277626235606	634.139811537213
Rv3158	1596	6397	5706	6859	8292	13223	4146	3831	2881	3566	1907	1319	1652	3728	5963	6340	4466	6483	8053	2128	2990	7537	3214	7979	2319	2504	6140	7093	3452	5054	2233	1186	5581	344.581953717658	346.938475948468	393.699820967563	448.806881895274	474.409850000395	379.793526898118	392.194187059523	342.247673436844	149.692002794971	191.54291453908	177.249800467689	147.239149630179	332.992181505415	315.520273817176	337.845987922264	364.093490361452	362.852180304661	416.052855684422	296.769565020519	286.516140222123	313.981286875897	297.355626396765	358.065192461616	367.146092268597	368.956649024695	295.263132025068	272.65415123994	281.363848466726	344.715263884315	388.052957936333	321.607879639938	444.892499459236
Rv3159c	1773	1396	13777	12429	11934	4465	1790	1622	1253	4542	1252	826	1829	359	637	610	415	1425	13798	536	903	1833	795	1358	280	2751	12288	12538	6751	2674	714	764	1836	67.6901923229668	754.048896738721	642.191797060073	581.447354876599	144.201346023361	147.603087882206	149.473430435215	133.99002515595	171.628158022615	113.199335806684	99.9183280148877	146.740878396236	28.8653436932003	30.3407313152653	29.2606179977616	30.4555497721841	71.7947572080262	641.698612398088	67.2878539978843	77.8914530092677	68.7372045870384	66.2096920664603	54.857695758695	39.9043594877089	364.884788372722	531.919859478604	433.844974792733	495.324452246911	164.176438797161	111.692661126178	186.491697360197	131.746743659767
Rv3160c	642	431	8809	7722	9381	2691	914	885	475	3596	1123	668	1747	250	314	315	246	775	8429	301	391	752	195	459	121	1530	7439	6391	4194	1133	269	194	731	57.7153465130627	1331.51225503175	1101.87434295082	1262.25531816484	240.013271331518	208.143242295418	225.232019105532	140.277725279531	375.262184351403	280.409687600944	223.159449211047	387.082931543998	55.5131665148562	41.3037960731455	41.7289945576321	49.8571169820827	107.833394557161	1082.59176932962	104.354718541094	93.1434928888885	77.8791045500881	44.850032106032	51.2063929595662	47.6235088672489	560.441525410074	889.310190279418	610.729405498914	849.813828106889	192.111359557761	116.212384965435	130.780074553115	144.863274343443
Rv3161c	1149	1033	26070	27894	32418	7250	2298	2284	1319	13063	4396	2582	5626	749	1183	1309	706	1946	38961	594	858	2489	567	1023	228	8187	22344	23009	11248	3529	939	737	1892	77.2910768621802	2201.78337683275	2223.96562037521	2437.24557456792	361.305493188154	292.402541692907	324.786491924667	217.648109956037	761.680865042263	613.318324314215	481.958956796585	696.507574481936	92.9293306318563	86.9480935080878	96.8906819963633	79.9487641652442	151.28971671174	2795.97807640914	115.066006280802	114.203141281407	144.026698246577	72.8662140413966	63.7679025210563	50.1401774734222	1675.63207642777	1492.50100462109	1228.54977552908	1273.46107447348	334.341120309949	226.663048611183	277.601838421148	209.496635112557
